product_id,product_name,category,brand,price,stock_quantity,rating,launch_date,cost,margin
2968,Product_2968,Home,BrandE,235.36,681,3.5,2076-11-11,167.86,28.7
2969,Product_2969,Electronics,BrandD,1142.63,986,3.1,2076-11-18,717.73,37.2
2970,Product_2970,Clothing,BrandB,1138.88,957,2.2,2076-11-25,774.15,32.0
2971,Product_2971,Books,BrandE,1366.49,523,3.6,2076-12-02,693.26,49.3
2972,Product_2972,Electronics,BrandB,175.37,167,4.6,2076-12-09,135.25,22.9
2973,Product_2973,Sports,BrandD,1254.87,854,1.0,2076-12-16,592.75,52.8
2974,Product_2974,Books,BrandE,565.1,77,1.5,2076-12-23,319.58,43.4
2975,Product_2975,Clothing,BrandA,1016.47,545,1.5,2076-12-30,779.45,23.3
2976,Product_2976,Clothing,BrandA,1547.78,208,4.7,2077-01-06,528.71,65.8
2977,Product_2977,Home,BrandB,1412.76,837,3.7,2077-01-13,500.69,64.6
2978,Product_2978,Books,BrandA,242.21,410,4.8,2077-01-20,193.06,20.3
2979,Product_2979,Home,BrandA,1184.41,7,3.3,2077-01-27,930.59,21.4
2980,Product_2980,Electronics,BrandA,1938.39,736,2.8,2077-02-03,1329.45,31.4
2981,Product_2981,Health,BrandD,317.76,226,4.2,2077-02-10,172.26,45.8
2982,Product_2982,Health,BrandA,1706.55,174,1.6,2077-02-17,943.77,44.7
2983,Product_2983,Health,BrandC,1406.58,80,2.5,2077-02-24,602.87,57.1
2984,Product_2984,Books,BrandE,1549.14,793,2.9,2077-03-03,799.92,48.4
2985,Product_2985,Health,BrandA,567.51,56,2.2,2077-03-10,292.65,48.4
2986,Product_2986,Electronics,BrandA,579.34,134,2.5,2077-03-17,184.26,68.2
2987,Product_2987,Home,BrandA,1812.51,237,1.3,2077-03-24,954.43,47.3
2988,Product_2988,Books,BrandC,722.86,471,1.8,2077-03-31,390.27,46.0
2989,Product_2989,Home,BrandA,130.72,216,2.3,2077-04-07,82.73,36.7
2990,Product_2990,Books,BrandA,1203.19,738,4.2,2077-04-14,671.65,44.2
2991,Product_2991,Home,BrandE,254.01,25,1.7,2077-04-21,185.64,26.9
2992,Product_2992,Clothing,BrandC,1594.21,186,2.4,2077-04-28,771.25,51.6
2993,Product_2993,Home,BrandC,1285.28,881,1.3,2077-05-05,648.88,49.5
2994,Product_2994,Health,BrandA,1750.08,629,3.2,2077-05-12,1025.09,41.4
2995,Product_2995,Clothing,BrandC,1570.75,708,3.4,2077-05-19,630.44,59.9
2996,Product_2996,Home,BrandB,228.67,115,4.5,2077-05-26,113.59,50.3
2997,Product_2997,Books,BrandC,765.24,814,4.3,2077-06-02,492.11,35.7
2998,Product_2998,Books,BrandC,1550.25,613,2.1,2077-06-09,784.28,49.4
2999,Product_2999,Books,BrandC,837.6,891,1.5,2077-06-16,630.97,24.7
3000,Product_3000,Sports,BrandD,1944.87,162,1.6,2077-06-23,1181.8,39.2
3001,Product_3001,Electronics,BrandD,1472.8,413,4.9,2077-06-30,555.07,62.3
3002,Product_3002,Books,BrandD,35.92,177,3.7,2077-07-07,19.53,45.6
3003,Product_3003,Clothing,BrandC,1760.57,984,1.2,2077-07-14,1201.39,31.8
3004,Product_3004,Books,BrandB,206.11,279,1.5,2077-07-21,128.13,37.8
3005,Product_3005,Sports,BrandC,285.34,797,2.9,2077-07-28,211.9,25.7
3006,Product_3006,Health,BrandA,1470.31,211,1.8,2077-08-04,992.45,32.5
3007,Product_3007,Clothing,BrandB,1730.61,53,4.2,2077-08-11,572.5,66.9
3008,Product_3008,Sports,BrandD,1075.02,66,3.3,2077-08-18,382.98,64.4
3009,Product_3009,Health,BrandE,581.65,543,3.5,2077-08-25,363.46,37.5
3010,Product_3010,Clothing,BrandB,705.87,762,2.9,2077-09-01,295.9,58.1
3011,Product_3011,Home,BrandD,689.06,519,2.0,2077-09-08,409.24,40.6
3012,Product_3012,Electronics,BrandB,656.72,498,3.4,2077-09-15,457.15,30.4
3013,Product_3013,Electronics,BrandB,489.6,945,3.9,2077-09-22,288.11,41.2
3014,Product_3014,Sports,BrandC,1219.69,430,2.5,2077-09-29,619.29,49.2
3015,Product_3015,Health,BrandA,1801.31,726,3.0,2077-10-06,1122.46,37.7
3016,Product_3016,Electronics,BrandE,617.63,45,4.4,2077-10-13,229.64,62.8
3017,Product_3017,Health,BrandD,377.46,591,1.6,2077-10-20,249.73,33.8
3018,Product_3018,Health,BrandB,1677.96,34,3.2,2077-10-27,1088.18,35.1
3019,Product_3019,Sports,BrandE,1484.86,188,2.4,2077-11-03,827.37,44.3
3020,Product_3020,Sports,BrandB,1862.02,88,3.8,2077-11-10,818.18,56.1
3021,Product_3021,Sports,BrandA,335.21,334,1.1,2077-11-17,234.24,30.1
3022,Product_3022,Electronics,BrandE,292.78,946,3.7,2077-11-24,162.57,44.5
3023,Product_3023,Sports,BrandD,1085.15,958,1.4,2077-12-01,357.65,67.0
3024,Product_3024,Electronics,BrandB,1230.8,135,1.3,2077-12-08,934.55,24.1
3025,Product_3025,Sports,BrandA,962.95,545,3.9,2077-12-15,658.52,31.6
3026,Product_3026,Books,BrandE,1199.94,792,3.6,2077-12-22,710.85,40.8
3027,Product_3027,Health,BrandB,364.86,112,4.6,2077-12-29,189.15,48.2
3028,Product_3028,Sports,BrandB,961.83,171,3.1,2078-01-05,750.18,22.0
3029,Product_3029,Clothing,BrandD,1317.89,338,3.1,2078-01-12,906.06,31.2
3030,Product_3030,Health,BrandA,868.25,554,3.8,2078-01-19,492.73,43.3
3031,Product_3031,Health,BrandC,1360.5,893,2.3,2078-01-26,852.46,37.3
3032,Product_3032,Sports,BrandB,905.13,945,1.1,2078-02-02,398.6,56.0
3033,Product_3033,Home,BrandE,670.53,524,1.9,2078-02-09,266.78,60.2
3034,Product_3034,Sports,BrandD,610.69,173,2.0,2078-02-16,266.66,56.3
3035,Product_3035,Health,BrandD,824.75,636,2.3,2078-02-23,368.31,55.3
3036,Product_3036,Clothing,BrandB,51.06,331,4.8,2078-03-02,34.2,33.0
3037,Product_3037,Health,BrandB,1338.71,206,4.2,2078-03-09,495.36,63.0
3038,Product_3038,Clothing,BrandB,1690.99,342,4.7,2078-03-16,1164.74,31.1
3039,Product_3039,Electronics,BrandC,712.48,948,5.0,2078-03-23,400.2,43.8
3040,Product_3040,Books,BrandB,96.84,958,2.7,2078-03-30,47.67,50.8
3041,Product_3041,Health,BrandA,1973.62,103,1.9,2078-04-06,888.52,55.0
3042,Product_3042,Sports,BrandE,531.08,641,3.2,2078-04-13,295.6,44.3
3043,Product_3043,Electronics,BrandB,257.61,39,4.5,2078-04-20,118.18,54.1
3044,Product_3044,Books,BrandC,742.66,22,2.9,2078-04-27,382.27,48.5
3045,Product_3045,Sports,BrandE,1478.42,251,3.0,2078-05-04,989.81,33.0
3046,Product_3046,Home,BrandD,591.36,954,1.5,2078-05-11,362.5,38.7
3047,Product_3047,Sports,BrandB,1151.53,836,2.7,2078-05-18,776.12,32.6
3048,Product_3048,Clothing,BrandE,834.04,289,2.5,2078-05-25,547.54,34.4
3049,Product_3049,Clothing,BrandD,239.94,201,2.4,2078-06-01,169.77,29.2
3050,Product_3050,Home,BrandC,663.92,154,4.5,2078-06-08,266.13,59.9
3051,Product_3051,Electronics,BrandA,1451.12,566,1.2,2078-06-15,1157.36,20.2
3052,Product_3052,Books,BrandB,1225.95,105,4.9,2078-06-22,659.42,46.2
3053,Product_3053,Sports,BrandA,243.96,259,1.0,2078-06-29,160.8,34.1
3054,Product_3054,Clothing,BrandC,330.83,963,4.8,2078-07-06,211.36,36.1
3055,Product_3055,Electronics,BrandE,1283.26,199,3.2,2078-07-13,748.24,41.7
3056,Product_3056,Home,BrandE,1627.76,837,3.8,2078-07-20,1298.8,20.2
3057,Product_3057,Health,BrandC,702.2,216,1.7,2078-07-27,286.96,59.1
3058,Product_3058,Clothing,BrandC,1192.64,410,3.6,2078-08-03,609.28,48.9
3059,Product_3059,Home,BrandB,345.43,558,4.5,2078-08-10,125.69,63.6
3060,Product_3060,Sports,BrandD,626.2,881,1.6,2078-08-17,244.79,60.9
3061,Product_3061,Books,BrandA,45.44,116,1.5,2078-08-24,29.83,34.4
3062,Product_3062,Clothing,BrandA,1537.71,885,2.2,2078-08-31,465.04,69.8
3063,Product_3063,Clothing,BrandE,805.01,423,1.6,2078-09-07,599.66,25.5
3064,Product_3064,Sports,BrandE,1633.17,211,1.4,2078-09-14,1007.0,38.3
3065,Product_3065,Health,BrandB,1418.2,154,3.7,2078-09-21,738.11,48.0
3066,Product_3066,Electronics,BrandC,1658.34,262,1.9,2078-09-28,772.26,53.4
3067,Product_3067,Books,BrandA,574.89,506,3.7,2078-10-05,208.76,63.7
3068,Product_3068,Clothing,BrandB,374.29,150,4.4,2078-10-12,284.75,23.9
3069,Product_3069,Books,BrandE,1943.95,211,3.6,2078-10-19,1275.54,34.4
3070,Product_3070,Clothing,BrandE,1436.07,191,1.5,2078-10-26,672.36,53.2
3071,Product_3071,Books,BrandA,1668.91,880,3.3,2078-11-02,559.87,66.5
3072,Product_3072,Home,BrandE,31.2,754,2.6,2078-11-09,14.44,53.7
3073,Product_3073,Clothing,BrandE,712.15,97,2.4,2078-11-16,279.39,60.8
3074,Product_3074,Books,BrandD,1486.92,540,2.3,2078-11-23,1030.64,30.7
3075,Product_3075,Electronics,BrandC,160.58,700,4.7,2078-11-30,105.95,34.0
3076,Product_3076,Home,BrandE,1136.84,171,4.0,2078-12-07,624.22,45.1
3077,Product_3077,Home,BrandD,861.0,370,1.5,2078-12-14,639.65,25.7
3078,Product_3078,Electronics,BrandB,40.14,708,2.9,2078-12-21,15.67,61.0
3079,Product_3079,Books,BrandE,475.77,154,2.3,2078-12-28,250.25,47.4
3080,Product_3080,Sports,BrandB,573.16,139,4.9,2079-01-04,375.6,34.5
3081,Product_3081,Electronics,BrandE,228.16,912,4.9,2079-01-11,76.18,66.6
3082,Product_3082,Books,BrandA,1264.92,804,2.3,2079-01-18,615.18,51.4
3083,Product_3083,Electronics,BrandD,488.58,801,2.4,2079-01-25,286.23,41.4
3084,Product_3084,Electronics,BrandD,558.85,255,3.4,2079-02-01,270.15,51.7
3085,Product_3085,Clothing,BrandA,1796.99,989,2.9,2079-02-08,970.55,46.0
3086,Product_3086,Books,BrandC,936.91,675,1.9,2079-02-15,565.95,39.6
3087,Product_3087,Sports,BrandD,787.3,645,3.6,2079-02-22,381.21,51.6
3088,Product_3088,Clothing,BrandB,1449.12,863,2.3,2079-03-01,511.55,64.7
3089,Product_3089,Electronics,BrandD,1819.68,415,3.6,2079-03-08,672.78,63.0
3090,Product_3090,Health,BrandC,54.95,328,2.5,2079-03-15,30.96,43.7
3091,Product_3091,Electronics,BrandB,899.24,377,3.8,2079-03-22,348.34,61.3
3092,Product_3092,Electronics,BrandB,1223.51,917,3.7,2079-03-29,911.41,25.5
3093,Product_3093,Books,BrandA,640.53,265,3.0,2079-04-05,459.32,28.3
3094,Product_3094,Books,BrandE,1545.95,540,3.8,2079-04-12,733.58,52.5
3095,Product_3095,Clothing,BrandA,1943.1,138,2.8,2079-04-19,1390.28,28.5
3096,Product_3096,Sports,BrandE,1887.14,859,1.5,2079-04-26,1069.24,43.3
3097,Product_3097,Clothing,BrandA,535.64,961,1.7,2079-05-03,203.29,62.0
3098,Product_3098,Home,BrandE,456.54,823,2.0,2079-05-10,277.17,39.3
3099,Product_3099,Electronics,BrandD,1915.19,596,1.3,2079-05-17,1225.2,36.0
3100,Product_3100,Health,BrandB,919.96,511,3.8,2079-05-24,314.58,65.8
3101,Product_3101,Electronics,BrandE,420.55,248,2.5,2079-05-31,192.29,54.3
3102,Product_3102,Electronics,BrandD,1415.46,862,1.4,2079-06-07,428.45,69.7
3103,Product_3103,Clothing,BrandC,572.42,825,4.3,2079-06-14,262.29,54.2
3104,Product_3104,Health,BrandA,538.16,744,3.7,2079-06-21,251.71,53.2
3105,Product_3105,Health,BrandC,1759.1,307,2.8,2079-06-28,1082.03,38.5
3106,Product_3106,Health,BrandD,329.15,572,2.0,2079-07-05,131.5,60.0
3107,Product_3107,Clothing,BrandC,133.46,784,1.6,2079-07-12,42.05,68.5
3108,Product_3108,Electronics,BrandC,542.03,218,2.8,2079-07-19,248.15,54.2
3109,Product_3109,Clothing,BrandD,1215.86,797,4.5,2079-07-26,866.68,28.7
3110,Product_3110,Books,BrandB,250.56,760,1.8,2079-08-02,125.17,50.0
3111,Product_3111,Books,BrandE,945.83,583,3.3,2079-08-09,480.05,49.2
3112,Product_3112,Clothing,BrandA,1256.54,292,4.8,2079-08-16,671.64,46.5
3113,Product_3113,Health,BrandE,1698.23,900,3.5,2079-08-23,1147.82,32.4
3114,Product_3114,Electronics,BrandA,463.59,409,2.8,2079-08-30,250.34,46.0
3115,Product_3115,Clothing,BrandE,1635.61,197,3.9,2079-09-06,565.33,65.4
3116,Product_3116,Clothing,BrandC,473.64,79,4.3,2079-09-13,190.97,59.7
3117,Product_3117,Clothing,BrandB,1355.15,384,3.4,2079-09-20,533.86,60.6
3118,Product_3118,Home,BrandC,864.19,136,4.5,2079-09-27,478.7,44.6
3119,Product_3119,Books,BrandB,233.79,212,3.1,2079-10-04,73.64,68.5
3120,Product_3120,Health,BrandD,1429.96,838,4.3,2079-10-11,631.77,55.8
3121,Product_3121,Sports,BrandA,439.44,618,4.8,2079-10-18,265.24,39.6
3122,Product_3122,Health,BrandA,357.36,959,3.0,2079-10-25,170.58,52.3
3123,Product_3123,Sports,BrandD,719.85,206,3.4,2079-11-01,470.68,34.6
3124,Product_3124,Home,BrandE,1308.31,663,3.4,2079-11-08,648.41,50.4
3125,Product_3125,Clothing,BrandD,471.82,132,4.1,2079-11-15,372.56,21.0
3126,Product_3126,Home,BrandD,371.4,946,4.3,2079-11-22,290.69,21.7
3127,Product_3127,Home,BrandB,24.86,165,1.1,2079-11-29,17.4,30.0
3128,Product_3128,Electronics,BrandD,945.93,502,3.9,2079-12-06,735.17,22.3
3129,Product_3129,Books,BrandA,860.15,924,4.1,2079-12-13,346.12,59.8
3130,Product_3130,Sports,BrandC,471.57,429,3.8,2079-12-20,318.53,32.5
3131,Product_3131,Clothing,BrandB,112.04,179,3.9,2079-12-27,51.63,53.9
3132,Product_3132,Sports,BrandB,861.37,120,1.2,2080-01-03,570.78,33.7
3133,Product_3133,Health,BrandE,1577.47,173,2.8,2080-01-10,768.14,51.3
3134,Product_3134,Sports,BrandC,1431.99,330,4.3,2080-01-17,636.82,55.5
3135,Product_3135,Health,BrandB,1722.29,67,4.7,2080-01-24,1342.35,22.1
3136,Product_3136,Books,BrandD,24.12,698,1.9,2080-01-31,9.77,59.5
3137,Product_3137,Health,BrandB,1933.01,137,3.3,2080-02-07,1313.06,32.1
3138,Product_3138,Sports,BrandB,686.12,865,4.2,2080-02-14,437.29,36.3
3139,Product_3139,Sports,BrandB,1980.84,899,4.0,2080-02-21,894.82,54.8
3140,Product_3140,Health,BrandE,508.98,307,3.5,2080-02-28,269.34,47.1
3141,Product_3141,Home,BrandB,945.72,329,1.1,2080-03-06,351.31,62.9
3142,Product_3142,Books,BrandB,711.09,992,3.9,2080-03-13,540.86,23.9
3143,Product_3143,Electronics,BrandE,714.74,237,4.1,2080-03-20,560.4,21.6
3144,Product_3144,Clothing,BrandC,1685.35,529,3.9,2080-03-27,1122.83,33.4
3145,Product_3145,Sports,BrandA,1494.11,75,4.1,2080-04-03,1082.8,27.5
3146,Product_3146,Clothing,BrandE,1984.34,946,2.7,2080-04-10,677.27,65.9
3147,Product_3147,Electronics,BrandE,1228.96,150,5.0,2080-04-17,604.63,50.8
3148,Product_3148,Clothing,BrandB,929.2,619,4.1,2080-04-24,432.45,53.5
3149,Product_3149,Electronics,BrandB,184.7,664,3.3,2080-05-01,107.58,41.8
3150,Product_3150,Health,BrandA,1993.14,315,4.7,2080-05-08,780.67,60.8
3151,Product_3151,Home,BrandB,1105.3,36,4.6,2080-05-15,642.94,41.8
3152,Product_3152,Sports,BrandD,1402.45,963,4.3,2080-05-22,879.59,37.3
3153,Product_3153,Electronics,BrandB,816.45,844,3.3,2080-05-29,298.96,63.4
3154,Product_3154,Clothing,BrandB,1097.69,657,3.1,2080-06-05,401.6,63.4
3155,Product_3155,Sports,BrandD,1885.44,125,2.3,2080-06-12,599.03,68.2
3156,Product_3156,Home,BrandA,337.01,796,2.0,2080-06-19,229.32,32.0
3157,Product_3157,Health,BrandD,588.28,619,3.0,2080-06-26,273.85,53.4
3158,Product_3158,Sports,BrandE,308.36,285,3.3,2080-07-03,127.26,58.7
3159,Product_3159,Electronics,BrandD,1585.47,239,2.0,2080-07-10,1092.46,31.1
3160,Product_3160,Home,BrandC,128.78,886,4.7,2080-07-17,47.86,62.8
3161,Product_3161,Clothing,BrandE,167.86,613,3.2,2080-07-24,86.21,48.6
3162,Product_3162,Home,BrandB,600.5,219,3.1,2080-07-31,403.77,32.8
3163,Product_3163,Home,BrandE,1030.81,6,2.7,2080-08-07,605.0,41.3
3164,Product_3164,Books,BrandA,815.52,215,1.2,2080-08-14,470.56,42.3
3165,Product_3165,Home,BrandA,94.41,680,4.5,2080-08-21,35.76,62.1
3166,Product_3166,Home,BrandD,1915.2,585,2.3,2080-08-28,747.82,61.0
3167,Product_3167,Sports,BrandE,1905.97,292,3.6,2080-09-04,1126.96,40.9
3168,Product_3168,Clothing,BrandB,562.32,538,3.4,2080-09-11,175.32,68.8
3169,Product_3169,Sports,BrandA,1464.39,788,3.3,2080-09-18,1075.68,26.5
3170,Product_3170,Sports,BrandB,1159.26,483,3.1,2080-09-25,550.92,52.5
3171,Product_3171,Electronics,BrandC,478.77,42,1.7,2080-10-02,243.36,49.2
3172,Product_3172,Sports,BrandA,528.03,306,2.1,2080-10-09,226.64,57.1
3173,Product_3173,Books,BrandD,984.85,92,3.1,2080-10-16,727.15,26.2
3174,Product_3174,Books,BrandC,841.38,582,4.2,2080-10-23,522.71,37.9
3175,Product_3175,Electronics,BrandE,586.0,268,2.7,2080-10-30,307.62,47.5
3176,Product_3176,Health,BrandB,1615.99,620,1.8,2080-11-06,957.72,40.7
3177,Product_3177,Clothing,BrandA,965.52,692,1.4,2080-11-13,473.28,51.0
3178,Product_3178,Clothing,BrandC,1311.42,214,3.7,2080-11-20,698.71,46.7
3179,Product_3179,Sports,BrandC,382.6,958,2.7,2080-11-27,183.2,52.1
3180,Product_3180,Sports,BrandA,1069.35,113,1.5,2080-12-04,540.38,49.5
3181,Product_3181,Health,BrandE,639.36,184,3.7,2080-12-11,292.5,54.3
3182,Product_3182,Sports,BrandE,1055.2,920,1.8,2080-12-18,357.52,66.1
3183,Product_3183,Clothing,BrandD,1562.75,124,3.0,2080-12-25,498.01,68.1
3184,Product_3184,Home,BrandE,1538.98,104,2.2,2081-01-01,595.67,61.3
3185,Product_3185,Books,BrandD,711.67,236,4.7,2081-01-08,303.04,57.4
3186,Product_3186,Home,BrandC,1390.08,652,1.9,2081-01-15,1035.94,25.5
3187,Product_3187,Home,BrandA,1882.87,804,2.7,2081-01-22,1140.31,39.4
3188,Product_3188,Clothing,BrandE,1253.21,157,4.8,2081-01-29,976.44,22.1
3189,Product_3189,Home,BrandD,301.08,473,2.3,2081-02-05,141.45,53.0
3190,Product_3190,Health,BrandC,1361.02,907,3.6,2081-02-12,681.69,49.9
3191,Product_3191,Electronics,BrandE,214.28,504,2.3,2081-02-19,141.4,34.0
3192,Product_3192,Sports,BrandB,1744.86,960,1.4,2081-02-26,1027.64,41.1
3193,Product_3193,Electronics,BrandC,1035.74,273,3.5,2081-03-05,584.1,43.6
3194,Product_3194,Books,BrandE,773.36,889,4.7,2081-03-12,454.57,41.2
3195,Product_3195,Sports,BrandC,118.73,852,2.8,2081-03-19,70.3,40.8
3196,Product_3196,Home,BrandA,764.66,116,3.5,2081-03-26,522.16,31.7
3197,Product_3197,Books,BrandA,1806.9,885,3.4,2081-04-02,1145.65,36.6
3198,Product_3198,Sports,BrandA,46.86,573,2.7,2081-04-09,36.49,22.1
3199,Product_3199,Health,BrandB,951.92,535,3.5,2081-04-16,736.77,22.6
3200,Product_3200,Health,BrandA,1862.66,59,2.0,2081-04-23,951.75,48.9
3201,Product_3201,Health,BrandB,792.71,400,2.5,2081-04-30,251.97,68.2
3202,Product_3202,Health,BrandA,859.21,873,2.8,2081-05-07,262.52,69.4
3203,Product_3203,Home,BrandC,1159.23,827,4.5,2081-05-14,419.17,63.8
3204,Product_3204,Electronics,BrandE,928.56,776,2.4,2081-05-21,313.34,66.3
3205,Product_3205,Sports,BrandE,341.36,179,3.5,2081-05-28,166.13,51.3
3206,Product_3206,Home,BrandA,42.02,231,1.9,2081-06-04,13.72,67.3
3207,Product_3207,Health,BrandE,1221.57,475,2.0,2081-06-11,748.16,38.8
3208,Product_3208,Electronics,BrandA,1842.01,654,3.6,2081-06-18,727.75,60.5
3209,Product_3209,Books,BrandA,217.2,844,4.0,2081-06-25,120.98,44.3
3210,Product_3210,Books,BrandD,425.85,923,2.8,2081-07-02,149.7,64.8
3211,Product_3211,Books,BrandD,743.61,244,2.3,2081-07-09,530.84,28.6
3212,Product_3212,Health,BrandD,1618.44,592,4.6,2081-07-16,1116.69,31.0
3213,Product_3213,Books,BrandB,542.17,637,1.5,2081-07-23,267.42,50.7
3214,Product_3214,Clothing,BrandD,1764.7,648,3.9,2081-07-30,1332.87,24.5
3215,Product_3215,Sports,BrandA,114.64,567,3.8,2081-08-06,45.04,60.7
3216,Product_3216,Sports,BrandC,1882.21,212,3.8,2081-08-13,1330.66,29.3
3217,Product_3217,Health,BrandD,1123.69,605,4.7,2081-08-20,643.79,42.7
3218,Product_3218,Clothing,BrandD,1319.26,894,3.9,2081-08-27,613.18,53.5
3219,Product_3219,Home,BrandC,738.54,458,2.2,2081-09-03,252.71,65.8
3220,Product_3220,Home,BrandA,1565.08,989,2.4,2081-09-10,603.58,61.4
3221,Product_3221,Books,BrandB,337.3,803,2.6,2081-09-17,246.71,26.9
3222,Product_3222,Electronics,BrandD,102.58,127,1.1,2081-09-24,61.9,39.7
3223,Product_3223,Home,BrandC,794.06,951,4.7,2081-10-01,332.35,58.1
3224,Product_3224,Electronics,BrandA,1708.12,216,1.3,2081-10-08,935.92,45.2
3225,Product_3225,Sports,BrandE,1511.08,710,3.8,2081-10-15,534.8,64.6
3226,Product_3226,Electronics,BrandB,1036.73,19,3.9,2081-10-22,362.26,65.1
3227,Product_3227,Sports,BrandC,1146.41,566,4.4,2081-10-29,864.26,24.6
3228,Product_3228,Clothing,BrandC,264.14,757,3.2,2081-11-05,139.71,47.1
3229,Product_3229,Clothing,BrandC,1682.16,762,3.9,2081-11-12,808.75,51.9
3230,Product_3230,Health,BrandD,1574.98,59,2.2,2081-11-19,1219.88,22.5
3231,Product_3231,Health,BrandE,1314.66,674,4.0,2081-11-26,656.67,50.1
3232,Product_3232,Books,BrandB,935.05,713,2.4,2081-12-03,437.72,53.2
3233,Product_3233,Home,BrandA,1929.1,738,4.6,2081-12-10,842.04,56.4
3234,Product_3234,Books,BrandA,1758.67,128,1.7,2081-12-17,1024.48,41.7
3235,Product_3235,Sports,BrandE,1290.64,973,2.3,2081-12-24,747.55,42.1
3236,Product_3236,Books,BrandC,746.74,556,3.0,2081-12-31,230.07,69.2
3237,Product_3237,Electronics,BrandC,1237.95,196,4.1,2082-01-07,776.23,37.3
3238,Product_3238,Sports,BrandC,1153.0,935,4.0,2082-01-14,800.36,30.6
3239,Product_3239,Health,BrandC,791.51,491,1.8,2082-01-21,481.22,39.2
3240,Product_3240,Clothing,BrandC,616.81,677,1.6,2082-01-28,453.32,26.5
3241,Product_3241,Health,BrandE,816.99,503,2.2,2082-02-04,358.01,56.2
3242,Product_3242,Home,BrandD,1149.95,246,2.9,2082-02-11,455.37,60.4
3243,Product_3243,Sports,BrandB,859.13,737,3.2,2082-02-18,557.27,35.1
3244,Product_3244,Sports,BrandC,530.83,791,2.7,2082-02-25,209.3,60.6
3245,Product_3245,Electronics,BrandD,1523.12,259,3.7,2082-03-04,526.32,65.4
3246,Product_3246,Home,BrandA,1065.28,346,2.7,2082-03-11,371.05,65.2
3247,Product_3247,Clothing,BrandE,140.01,196,4.8,2082-03-18,95.79,31.6
3248,Product_3248,Sports,BrandD,739.79,106,2.0,2082-03-25,232.57,68.6
3249,Product_3249,Sports,BrandC,1770.4,780,3.5,2082-04-01,787.35,55.5
3250,Product_3250,Electronics,BrandC,1511.7,743,3.4,2082-04-08,551.16,63.5
3251,Product_3251,Books,BrandC,649.88,916,2.1,2082-04-15,440.26,32.3
3252,Product_3252,Clothing,BrandD,1876.68,612,2.6,2082-04-22,1035.45,44.8
3253,Product_3253,Health,BrandC,157.82,159,2.5,2082-04-29,63.56,59.7
3254,Product_3254,Home,BrandD,1922.66,421,1.7,2082-05-06,1298.19,32.5
3255,Product_3255,Sports,BrandC,495.18,606,2.9,2082-05-13,334.34,32.5
3256,Product_3256,Sports,BrandA,23.14,927,2.5,2082-05-20,12.99,43.9
3257,Product_3257,Health,BrandA,870.45,206,1.7,2082-05-27,381.19,56.2
3258,Product_3258,Clothing,BrandB,721.15,312,2.8,2082-06-03,427.74,40.7
3259,Product_3259,Books,BrandC,1080.48,431,2.7,2082-06-10,828.47,23.3
3260,Product_3260,Sports,BrandC,1594.56,925,1.5,2082-06-17,519.54,67.4
3261,Product_3261,Clothing,BrandD,1685.65,234,1.5,2082-06-24,730.69,56.7
3262,Product_3262,Health,BrandD,805.45,326,3.6,2082-07-01,356.4,55.8
3263,Product_3263,Electronics,BrandC,862.54,933,3.8,2082-07-08,531.24,38.4
3264,Product_3264,Books,BrandB,300.61,478,4.8,2082-07-15,188.06,37.4
3265,Product_3265,Home,BrandC,99.86,427,1.3,2082-07-22,40.26,59.7
3266,Product_3266,Sports,BrandD,1284.22,665,1.5,2082-07-29,524.03,59.2
3267,Product_3267,Clothing,BrandC,133.55,99,1.2,2082-08-05,102.05,23.6
3268,Product_3268,Electronics,BrandD,1468.99,237,3.1,2082-08-12,996.19,32.2
3269,Product_3269,Home,BrandC,1080.48,106,3.5,2082-08-19,828.87,23.3
3270,Product_3270,Clothing,BrandE,401.17,857,2.6,2082-08-26,286.77,28.5
3271,Product_3271,Clothing,BrandD,1081.35,363,4.2,2082-09-02,541.82,49.9
3272,Product_3272,Home,BrandB,370.08,641,3.7,2082-09-09,133.58,63.9
3273,Product_3273,Electronics,BrandE,880.28,810,4.9,2082-09-16,541.17,38.5
3274,Product_3274,Health,BrandC,1600.12,492,1.6,2082-09-23,761.65,52.4
3275,Product_3275,Electronics,BrandD,926.53,42,1.2,2082-09-30,475.04,48.7
3276,Product_3276,Books,BrandE,301.66,574,2.1,2082-10-07,154.73,48.7
3277,Product_3277,Sports,BrandB,1449.04,72,1.1,2082-10-14,1113.24,23.2
3278,Product_3278,Home,BrandD,377.6,697,4.7,2082-10-21,126.28,66.6
3279,Product_3279,Health,BrandE,1478.41,628,2.2,2082-10-28,586.27,60.3
3280,Product_3280,Home,BrandE,961.31,303,3.2,2082-11-04,580.6,39.6
3281,Product_3281,Home,BrandE,910.21,4,2.3,2082-11-11,675.27,25.8
3282,Product_3282,Electronics,BrandA,1703.61,986,2.0,2082-11-18,1292.99,24.1
3283,Product_3283,Sports,BrandC,1418.66,587,1.6,2082-11-25,821.9,42.1
3284,Product_3284,Books,BrandD,70.66,802,2.3,2082-12-02,22.42,68.3
3285,Product_3285,Clothing,BrandD,595.87,348,3.5,2082-12-09,286.88,51.9
3286,Product_3286,Clothing,BrandD,1742.49,399,4.9,2082-12-16,1323.28,24.1
3287,Product_3287,Home,BrandE,41.56,594,3.2,2082-12-23,22.86,45.0
3288,Product_3288,Sports,BrandC,1092.78,432,3.1,2082-12-30,724.85,33.7
